1.112044880534632574e+00,9.798087015772174446e-01,9.761046556416145270e-01,9.761050386382268407e-01,9.496404635323479893e-01,1.002506972656226347e+00,8.219853405950794389e-01,8.693607051896748983e-01,8.743104485669138670e-01,1.015379880727455664e+00,8.181049247436865679e-01,7.309183219758329519e-01,1.157736408220175095e+00,9.598726394819149244e-01,1.161722601545071898e+00,1.158603974658536151e+00,9.621771341403669853e-01,9.618969906290087968e-01,8.341752656655579967e-01,8.528206467820307335e-01,7.248011630848748554e-01,7.298915280122806326e-01
9.911135567351333497e-01,9.813812150879277496e-01,9.796726966592902430e-01,9.796710796642394969e-01,9.800360165583549277e-01,9.704867638726141221e-01,9.062048071493573609e-01,8.994584908198685058e-01,9.072352224402391307e-01,9.688735911529920974e-01,8.925445827167982626e-01,7.931658418015198331e-01,1.049635118468328798e+00,9.652161927340350278e-01,1.054480473859510381e+00,1.050322533987380735e+00,9.677045495603812109e-01,9.676021179619209711e-01,8.474003260306414154e-01,8.549425482567454271e-01,7.887707375467170046e-01,7.880381336290822603e-01
1.413165634793272174e+00,1.015356632177812468e+00,1.009227535616348037e+00,1.009083233596849372e+00,1.531161888380978553e+00,1.484289413877913688e+00,1.069905357377431754e+00,9.566363043844738900e-01,9.618435322131927423e-01,1.324219783705992359e+00,1.061136608000485149e+00,9.052328956843632701e-01,1.693942416711766041e+00,9.966672749851270829e-01,1.673464027184032199e+00,1.686375280073853844e+00,1.002937773903606944e+00,1.002261216188479187e+00,1.336460227001007528e+00,1.367952768653220019e+00,8.845244772011097156e-01,8.888539421284840092e-01
1.741240636680386533e+00,1.110698416276107992e+00,1.117714302844184049e+00,1.119431202000570558e+00,1.686138216448064497e+00,1.694223086168765269e+00,1.139177443762523056e+00,1.111965251506913388e+00,1.120755576985881019e+00,1.706321101244404836e+00,1.145283456747852258e+00,1.152479149494599175e+00,1.894970501687603281e+00,1.335085795511676832e+00,1.839627242558671272e+00,1.838789683626017579e+00,1.338974171149996062e+00,1.339565090004968262e+00,1.424031522888871582e+00,1.446869911236771111e+00,1.078644829399549199e+00,1.086674115319364642e+00
1.971260820647992906e+00,1.236119977552960547e+00,1.253161464392896773e+00,1.254306566315612770e+00,4.007807991871737308e+00,3.103161522165287067e+00,3.487411108975591478e+00,2.712599216081998499e+00,2.833842645856868625e+00,3.438604470470072449e+00,2.182250597515627888e+00,2.187468919436164949e+00,2.592763268353499129e+00,1.203069667563186007e+00,2.531994425286454131e+00,2.467127765979776566e+00,1.295715299678793730e+00,1.307500579094732718e+00,3.669047655156028043e+00,3.907365610283617841e+00,2.559118048046636229e+00,2.672417178877913635e+00
2.110801557853375421e+00,1.127674965641471294e+00,1.214938419740057007e+00,1.214237967736514490e+00,3.727799432881436559e+00,2.468148696406813780e+00,2.823314907963234255e+00,1.803516006605509814e+00,1.598720879375570059e+00,2.397695766549194918e+00,1.851706624841287674e+00,1.638003859263513107e+00,2.763920268478008868e+00,1.025358584352932034e+00,2.775817428951299792e+00,2.782125146902858059e+00,1.112902320792968025e+00,1.118783876614017236e+00,2.472285946705557347e+00,2.677176259868882635e+00,1.728771063833657529e+00,1.819170313414497864e+00
1.274519299040760556e+00,9.825837545979057008e-01,9.809412898444976880e-01,9.809365107385289440e-01,1.084603099871541909e+00,1.224469606991130721e+00,8.893709838575403204e-01,1.015230104313073589e+00,1.023609522078307466e+00,1.248049502953845868e+00,9.016280145196695628e-01,7.436710458179568439e-01,1.378910924495592383e+00,9.659064741943077514e-01,1.400092160429611932e+00,1.402923230929669085e+00,9.687427578447826981e-01,9.704535665048199533e-01,1.007667400859377338e+00,9.766509553322411108e-01,7.454080394187734271e-01,7.467076033310404704e-01
2.404009464812589592e+00,1.130932494300179503e+00,1.201238043646887910e+00,1.211452484664095053e+00,2.888268016361193791e+00,3.947148285478146779e+00,1.507091012413911635e+00,2.281731114355632251e+00,2.350273294921329192e+00,3.121137631168556581e+00,1.529137851121587399e+00,1.165961952512145627e+00,2.606770246941379821e+00,1.105588481276448709e+00,2.736481925979742158e+00,2.683511049296863238e+00,1.116605330168242816e+00,1.117481079301753333e+00,2.045793961822194973e+00,2.139640527272570925e+00,1.146920750118922472e+00,1.167330042199828277e+00
1.689705642830018339e+00,1.246347378833920994e+00,1.260436414697810870e+00,1.260579574302308048e+00,1.804150711416372177e+00,1.765358078564403188e+00,1.273267748956040668e+00,1.299869984029607517e+00,1.316839335749389051e+00,1.793078338977681652e+00,1.301080419722913328e+00,1.317527032853075042e+00,1.949818971787846689e+00,1.272929511974139505e+00,1.739038571329640792e+00,1.811573641634211862e+00,1.262737851113077570e+00,1.258173614039065580e+00,1.694578391487123081e+00,1.724666209114735560e+00,1.296350320555458957e+00,1.304619832397419854e+00
1.871644232726371593e+00,9.827624090806197366e-01,9.808066559745598489e-01,9.807988585558130579e-01,1.959375175777307909e+00,2.276477146042363398e+00,1.359426802349685381e+00,1.720502210696295275e+00,1.888786020087342532e+00,2.454219103437929039e+00,1.400066136169265452e+00,1.128689569135555626e+00,1.929451752628241756e+00,9.623816646612308734e-01,1.935169311792382940e+00,1.985194681027240504e+00,9.670645849598142885e-01,9.665304541366736002e-01,1.423450761170451662e+00,1.501583283126725510e+00,1.110405373528456696e+00,1.095506667671398038e+00
3.546419967560304531e+00,2.143731564669933309e+00,2.126805822868836238e+00,2.127299861016515248e+00,3.541164021164021403e+00,3.634064863012601787e+00,2.293067973785881453e+00,2.488458988912460867e+00,2.972188860906359142e+00,4.306147244589331180e+00,2.617664801157179255e+00,2.371358160657650149e+00,3.909793095890764292e+00,2.075201002523877403e+00,3.605368760798878469e+00,3.507556692570910517e+00,2.092187036485721574e+00,2.091137517674323654e+00,2.836550957390876260e+00,3.139918618499602410e+00,2.291996663868631767e+00,2.241333278282727992e+00
1.278822035410303926e+00,9.474441298248568177e-01,9.418490954461189446e-01,9.417617423944784072e-01,1.184521986808400928e+00,1.187708653166654305e+00,8.743886993243848993e-01,9.182723768446146018e-01,7.262969979525397690e-01,1.101752767944736089e+00,6.835182444491605391e-01,6.902516005321102099e-01,1.668172608290892978e+00,8.912212693594689927e-01,1.676850246332534988e+00,1.662879640812538806e+00,9.194214096537361991e-01,9.185585001526533899e-01,9.667412449818314490e-01,1.003400940405313024e+00,7.019319209565706430e-01,6.735281599442826117e-01
1.332839151796923582e+00,9.872197647056751846e-01,9.819035024592021044e-01,9.818998097049121965e-01,1.341932495618807897e+00,1.350636087435407529e+00,9.603509784488787338e-01,9.587950260346893572e-01,9.520163537242788410e-01,1.314675854628237550e+00,9.569080819462938425e-01,8.649428345744077928e-01,1.398302104559505876e+00,9.716240301895386899e-01,1.398831756519861802e+00,1.402558956643855437e+00,9.710348885929099838e-01,9.714067831507476880e-01,1.128050642065914877e+00,1.175312135286411763e+00,8.583796583342984121e-01,8.401047552514081529e-01
1.389714185545616987e+00,9.806247442558141403e-01,9.789205834366850878e-01,9.789544213194151245e-01,1.630993594131781466e+00,1.461069785159127221e+00,1.166721912043947151e+00,1.112369120790118737e+00,9.585284493088004343e-01,1.392347841143804166e+00,9.554273108274350390e-01,9.321099372869229294e-01,1.943558919829737608e+00,9.602204381681983536e-01,1.923018942698731415e+00,1.872564699463641347e+00,9.671725524392915663e-01,9.659203036704379075e-01,1.408595742950405461e+00,1.534556679347235386e+00,1.044254826729372754e+00,9.748524684354218373e-01
1.424539008871734680e+00,1.129965099829076225e+00,1.146893793652039806e+00,1.147199748835536548e+00,1.572523600818289902e+00,1.556021690096188292e+00,1.126423579344509429e+00,1.117025207837789802e+00,1.110572708807957554e+00,1.526626467220023153e+00,1.118815643460403297e+00,1.049368096026356723e+00,1.502174820770405317e+00,1.033763436578405637e+00,1.525284909969997660e+00,1.533717804493747838e+00,1.038631974321469142e+00,1.037648309974732674e+00,1.296833369926783330e+00,1.346907703633107856e+00,9.793764297232825378e-01,9.845558732359085408e-01
1.321991594073690157e+00,1.016606855615024507e+00,1.013399644474104688e+00,1.013300661559535243e+00,1.395485085571068096e+00,1.369741802308408030e+00,1.043149152582693251e+00,1.019518862415736749e+00,9.881102170769104909e-01,1.203599865451732809e+00,1.016703583678007172e+00,8.922786552472053989e-01,1.281598088147241299e+00,9.677824859805398416e-01,1.347443830808834120e+00,1.356454058831812359e+00,9.705283658699574989e-01,9.698686133394600617e-01,1.123406299122907903e+00,1.137112766817859777e+00,8.473505951047285434e-01,8.494961376197852632e-01
1.946502287800154996e+00,1.115891802646719277e+00,1.168759751160687532e+00,1.162073580576758802e+00,2.789869104091132090e+00,1.626938678394093785e+00,1.935547142330751536e+00,9.781728100348333621e-01,1.080980569165812089e+00,1.782813593716857437e+00,1.921707955955632929e+00,1.031635259451117115e+00,2.130661271508947685e+00,1.014919416895334825e+00,2.107203816299237253e+00,2.236314168621789555e+00,1.129178891913630078e+00,1.126636036257826046e+00,1.591918244527814830e+00,1.543399200877469069e+00,1.004491284869421186e+00,9.986275124657904012e-01
4.521849842395806895e+00,3.484260232880578290e+00,3.625982333800855439e+00,3.614303554375721372e+00,5.257709570785846331e+00,4.800674635688261915e+00,3.997910647384117500e+00,3.753280547682094959e+00,4.028096901812491026e+00,4.966198083976505195e+00,4.101106422539569252e+00,2.810809737713833467e+00,4.834637181217931179e+00,2.972985025569820028e+00,4.029866542759311443e+00,4.310119554922128948e+00,3.005293915446105579e+00,3.003805063110359885e+00,3.283551453646936125e+00,2.986667594833536388e+00,2.506832925918729416e+00,2.473461877281634802e+00
2.864526307879451394e+00,2.559144826494430536e+00,2.958802678721714319e+00,2.972569328777362685e+00,3.215242902356924670e+00,3.316213304632041670e+00,2.859963591983316622e+00,3.031590320704047326e+00,3.461113214106907865e+00,3.487643896315945735e+00,3.274227258239024607e+00,2.805119489846233272e+00,4.525607734474376365e+00,3.323044824940678321e+00,3.746315677079417039e+00,3.886452543079333743e+00,3.514210459107883544e+00,3.518935439484579319e+00,2.883256200562511307e+00,2.770450381006859253e+00,2.768882213174219231e+00,2.715118761400145520e+00
