2.073609046852879167e+00,1.561824280261557396e+00,1.533139599353622096e+00,1.532419392290742532e+00,2.447174186663747975e+00,2.948362095460157040e+00,1.997746760444616854e+00,2.452816659386631404e+00,2.681176640686405932e+00,2.909869664989848115e+00,2.087673667044116943e+00,1.775327734558321380e+00,2.255125087299375775e+00,1.554885618402759517e+00,2.020736107577530749e+00,2.021789133407932315e+00,1.524544792235669410e+00,1.523844805988554318e+00,2.013324710321679145e+00,2.040236617774467742e+00,1.746909451566430960e+00,1.771933540539609275e+00
2.128396371278476362e+00,1.462938158430474367e+00,1.450695998071194870e+00,1.449887395460023987e+00,2.108546625412542674e+00,2.038471062354740848e+00,1.689893751652559839e+00,1.585417063333780519e+00,1.680669842609714193e+00,2.104512074084041728e+00,1.701851906087773925e+00,1.624248432268398323e+00,2.337651035650925913e+00,1.499461285581056291e+00,2.234561350367236354e+00,2.219450342741748905e+00,1.585486862664700736e+00,1.592396849046141094e+00,1.897102207485364289e+00,1.954820506008759784e+00,1.563038563671273140e+00,1.574330097684418561e+00
1.033633778251228375e+00,1.016299127348507136e+00,1.016303436266373428e+00,1.016300506198249076e+00,9.726575491078753855e-01,9.767571497028630922e-01,9.190235679392108059e-01,9.172076182802972877e-01,9.300614037756089747e-01,9.327534423632953819e-01,9.014299845485133078e-01,7.920488566396266528e-01,1.204199149752955833e+00,9.645733041716376688e-01,1.192959321946846840e+00,1.181846491420962320e+00,9.687898299231967325e-01,9.692243271485901923e-01,8.761578429798683176e-01,8.533598922189233882e-01,7.642714391222534820e-01,7.713625828396362127e-01
2.706958603793815143e+00,2.058330282922316901e+00,2.157297648305006810e+00,2.166255865633947675e+00,2.978001571064589736e+00,3.028977012338995412e+00,2.640806774729545836e+00,2.433821296006754231e+00,2.925713518844333727e+00,3.420849835631575520e+00,2.845521232761630159e+00,2.305959714227749924e+00,3.204841481535428027e+00,1.979958037172878216e+00,2.951579133683138956e+00,3.094851738679516906e+00,2.238799022727390842e+00,2.262228123841421024e+00,2.460169953051369429e+00,2.528186839963940447e+00,2.237886609156417794e+00,2.316016461627303347e+00
1.958916834134854623e+00,1.746597752098908440e+00,1.709491537077504786e+00,1.709488255202070039e+00,2.327506365270157751e+00,2.368381197877174049e+00,2.039410912267480391e+00,2.075282128678051841e+00,2.192456598857343675e+00,2.420212253261786906e+00,2.078667242994697517e+00,2.263851165328414794e+00,2.868222392215841854e+00,2.179901770563136054e+00,2.485665507207125646e+00,2.580770988349726291e+00,2.130395485237575048e+00,2.138349396183265583e+00,2.447411068094352160e+00,2.499547414911846399e+00,2.222485966450822303e+00,2.241665572355465486e+00
1.182651129127969769e+00,1.016496739142710215e+00,1.012734813330656181e+00,1.012636100432372510e+00,1.209227741895910757e+00,1.188367242958612291e+00,9.626584953658446908e-01,9.533222214402751193e-01,9.622637715363479005e-01,1.184221813753021824e+00,9.495468787058073401e-01,9.599885775417683620e-01,1.366852094193843348e+00,1.051282681195322199e+00,1.256073784011430883e+00,1.322656767823303214e+00,1.046624118046933560e+00,1.049473175066509167e+00,1.117714589337335696e+00,1.143120539606446551e+00,9.379006117219181871e-01,9.416571222180637468e-01
1.592200685350020128e+00,1.242623920774368340e+00,1.267024111052554858e+00,1.275553648707514753e+00,2.107449299735083770e+00,2.034677580037313582e+00,1.655578697746284300e+00,1.712235462800564489e+00,1.717253646144563994e+00,1.903887909728565475e+00,1.624001739525758659e+00,1.346390038425830715e+00,1.982682596279333520e+00,1.291246414316209012e+00,1.877366607648090602e+00,1.866276574620316930e+00,1.290172892721344944e+00,1.290715148147900448e+00,1.563547500555089398e+00,1.620172533367671086e+00,1.416900496476861893e+00,1.453855557958117828e+00
9.587115875465765935e-01,9.835371535481571836e-01,9.811230375900463763e-01,9.811187569690195120e-01,9.004221652616085647e-01,8.984610603120601890e-01,8.611936092411495158e-01,8.966094090332925592e-01,9.014177998683564619e-01,9.065352419596791611e-01,8.627599112955057770e-01,8.017308461434603517e-01,1.016626853488681315e+00,9.660788392177550588e-01,9.559046694227415486e-01,1.003216050795242564e+00,9.681599488621983607e-01,9.695167390489010106e-01,8.020823011679349968e-01,8.177857756441199166e-01,8.005049476751184834e-01,8.061994083962151780e-01
4.246521018882714493e+00,3.315138439664977454e+00,4.062714982343949011e+00,4.122220556684592196e+00,4.240338304614494014e+00,4.294224647967499031e+00,3.211963046761094454e+00,3.216752135548062608e+00,3.894919694463519821e+00,4.865293056595368704e+00,3.244232259263467366e+00,2.683053723241950905e+00,3.677938022771306770e+00,2.299696242880506780e+00,3.829334178331116778e+00,3.988554285660627308e+00,3.009323298705149252e+00,3.080833500298665317e+00,2.748619428633932049e+00,2.819800332315485658e+00,2.204596151570755946e+00,2.216690102976031529e+00
9.175829181689661995e-01,9.819311313588827694e-01,9.804983944171354882e-01,9.804809945734588306e-01,8.365911356126014553e-01,8.450191133876664429e-01,8.348453322046625047e-01,8.782439073279282304e-01,8.823397525571949895e-01,8.442424247133057946e-01,8.250022039280958674e-01,7.275859087852621920e-01,9.341258383495323336e-01,9.588847277096785859e-01,9.291651524112882754e-01,9.502790025385950967e-01,9.657903970643031411e-01,9.630165690678499368e-01,7.194440747702630645e-01,7.189758139742787879e-01,7.200851722512173758e-01,7.261905212749991678e-01
