1.897202088833953998e-02,2.074907610473007702e-02,2.075076090102383891e-02,1.035033053352405058e-01,1.117800434442356022e-01,1.022499736179185020e-01,1.203922127409258747e-01,2.607703802885625310e-01,3.603732254785083078e-02,3.337325473388577657e-02,3.348264894905281230e-02,2.677955106578385203e-01,2.689741236185976825e-01
1.820896058474123780e-02,2.419016661353830949e-02,2.433186220148969570e-02,1.013287777633109094e-01,9.532934346812972637e-02,8.967014021398010681e-02,1.090523995312731587e-01,1.880214249475825328e-01,3.667720254477374597e-02,3.040416466499949039e-02,3.107721870776856965e-02,1.972176302355756750e-01,1.917108978992596580e-01
1.700107369026549950e-02,2.801634620644143092e-02,2.664414887328690057e-02,9.449303645253441519e-02,6.597534438372648635e-02,5.892187425560709013e-02,8.981295556845590722e-02,2.010279900553519072e-01,3.234886728764841540e-02,3.017372917243800468e-02,2.984427741615599053e-02,2.104225593176375919e-01,2.035724242461670608e-01
2.564962799669330204e-02,3.131510057867181729e-02,3.058659410305869866e-02,1.867456599614218671e-01,2.186501102232019655e-01,1.362110774317993878e-01,2.415758473408652351e-01,2.571493524386883611e-01,4.787372554422705817e-02,5.510781206944061900e-02,4.815135023422430910e-02,2.574262882336731950e-01,2.408597409754753282e-01
2.011368269681837462e-02,3.975365095510125651e-02,4.022846144740476609e-02,2.375269081200047094e-01,2.711391506021719189e-01,1.921667229307600921e-01,2.400423515175960365e-01,3.438325054473871933e-01,4.193523637495560896e-02,4.855145534019317255e-02,4.382768281080796913e-02,3.451122578269199548e-01,3.163678093392549573e-01
1.772494743638561299e-02,1.942900187076801802e-02,1.943396851149778448e-02,1.743901792957303631e-01,1.183317053788719292e-01,1.102683641540983250e-01,1.591048457858053600e-01,3.446805622237306688e-01,3.529692233829446329e-02,3.226578150091884145e-02,3.044600433753291702e-02,3.415471085873219015e-01,3.392122907802593290e-01
1.755940786910790627e-02,3.247446689588590063e-02,2.545540387188563111e-02,1.301966006673328513e-01,1.715970681390897867e-01,9.214909977812028863e-02,1.206299435985162816e-01,2.243275859148727014e-01,3.782900865500245235e-02,2.890491353466234647e-02,2.820307074744668116e-02,2.218998238512220333e-01,2.066557561694415401e-01
1.901119515245459912e-02,2.670933258177590752e-02,2.661923164996212940e-02,1.020474326680875787e-01,1.026410427859294344e-01,9.272741646263056581e-02,8.525866516355180835e-02,1.589977093938806652e-01,3.558945377041095037e-02,4.193001074492258562e-02,4.480287047964629649e-02,1.713964228215109631e-01,1.665068207359391150e-01
1.753993718126245493e-02,1.956893737264570055e-02,1.957704301620002280e-02,2.689374852240872804e-01,2.312256408524435147e-01,1.461072646830355592e-01,2.309186396028234667e-01,4.193165366386346071e-01,3.908879057043466304e-02,3.405709975570490877e-02,3.462854762628479743e-02,4.339053440958267061e-01,4.461529715064113111e-01
1.647631470312766258e-02,2.018866943438485037e-02,2.007947413777250514e-02,8.609697201822964774e-02,1.185217924515739041e-01,5.311904126275926452e-02,4.868654925741491141e-02,1.716992677827584024e-01,3.188103166092894764e-02,2.796873920016030440e-02,2.820862642843237345e-02,1.863008095797629715e-01,1.961630091737999460e-01
7.213787443578170699e-02,7.840787853918754213e-02,7.850636027903161451e-02,3.936561345917111709e-01,3.723348379154698407e-01,4.601805498563808494e-01,5.463520722199425306e-01,6.820804267542061039e-01,1.220558063192449805e-01,8.764054164956915083e-02,8.866228970045138269e-02,7.079729175215428993e-01,7.347189167008617572e-01
1.294568418424544599e-02,1.843001628517950893e-02,1.843384642321849523e-02,4.128596985985342332e-02,4.297579028514871002e-02,5.040212396353221935e-02,4.503245282040016506e-02,1.561457705954020503e-01,2.920468095558093405e-02,2.982911504761935270e-02,2.943485401297139467e-02,1.649856683935387869e-01,1.903277463305656503e-01
1.975807347069299946e-02,2.153332652308894909e-02,2.149801688644509615e-02,2.737689372909736241e-01,3.156488312288197595e-01,2.932658526944139643e-01,2.799854319989695806e-01,3.895014901110810390e-01,4.142753085706925298e-02,3.394166581538612254e-02,3.528209956873387676e-02,4.576206634658518402e-01,5.257962434099782145e-01
1.831641834300712021e-02,2.192031688977247317e-02,2.168777801341777514e-02,3.776550698798566280e-02,4.523494455034364481e-02,5.043631728836387579e-02,7.713563744402977818e-02,2.029544530529381885e-01,3.400596753209751688e-02,2.947161078875838031e-02,3.038432551810396273e-02,2.210578585013982245e-01,2.490197226830121457e-01
3.366442688901834929e-02,3.677753189753831670e-02,3.687392393579942695e-02,4.196901599111820674e-02,4.752149619920991580e-02,7.869951757500208422e-02,6.690417546848080599e-02,1.707261253189458761e-01,3.329003622835550319e-02,3.036658707406744359e-02,3.106749331416263499e-02,1.801490502008849803e-01,1.771683892547334938e-01
2.947756311274189051e-02,5.560783472129895294e-02,6.053070710348763123e-02,1.166497772799363619e-01,2.223142472794652769e-01,2.084193418373489481e-01,1.203704324066852682e-01,2.860015074824520109e-01,3.529990002460127452e-02,5.226593456060551340e-02,5.426476207425398601e-02,2.955287965788523374e-01,3.013743738451795107e-01
2.033830229722146873e-02,2.578733373247635990e-02,2.667847621413316911e-02,3.346398611675972107e-02,4.976692051017463092e-02,3.158952586684413144e-02,2.716997080853449792e-02,1.224360332597069084e-01,3.636227273238082369e-02,3.274615666054082885e-02,3.291108410494741898e-02,1.322430451297466891e-01,1.376249899724938108e-01
2.408886605940441586e-02,3.797454868873784833e-02,5.307597773605949448e-02,4.965480078245461393e-02,9.652654026850712721e-02,5.559104970163075699e-02,5.541557476918368419e-02,1.231577194078162102e-01,5.092883264608133453e-02,3.455893909491684207e-02,3.417685325493513560e-02,1.278232356395338498e-01,1.349746811140034863e-01
